data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,nuovi_tamponi,nuovi_casi_testati,nuovi_deceduti
2020-03-13,Puglia,77,2,79,42,121,23,25,3,5,129,1449,0.0,180,0.0,0
2020-03-14,Puglia,91,6,97,59,156,35,37,2,8,166,1681,0.0,232,0.0,3
2020-03-15,Puglia,116,6,122,90,212,56,64,2,16,230,2017,0.0,336,0.0,8
2020-03-16,Puglia,116,6,122,90,212,0,0,2,16,230,2017,0.0,0,0.0,0
2020-03-17,Puglia,155,14,169,151,320,108,110,2,18,340,3077,0.0,1060,0.0,2
2020-03-18,Puglia,156,30,186,176,362,42,43,2,19,383,3433,0.0,356,0.0,1
2020-03-19,Puglia,173,31,204,245,449,87,95,4,25,478,4046,0.0,613,0.0,6
2020-03-20,Puglia,191,31,222,329,551,102,103,4,26,581,4789,0.0,743,0.0,1
2020-03-21,Puglia,209,33,242,400,642,91,94,4,29,675,5617,0.0,828,0.0,3
2020-03-22,Puglia,252,37,289,459,748,106,111,7,31,786,6160,0.0,543,0.0,2
2020-03-23,Puglia,285,45,330,532,862,114,120,7,37,906,6761,0.0,601,0.0,6
2020-03-24,Puglia,317,57,374,566,940,78,99,21,44,1005,7345,0.0,584,0.0,7
2020-03-25,Puglia,349,64,413,610,1023,83,88,22,48,1093,8223,0.0,878,0.0,4
2020-03-26,Puglia,480,76,556,539,1095,72,89,22,65,1182,9191,0.0,968,0.0,17
2020-03-27,Puglia,530,82,612,624,1236,141,152,29,69,1334,10233,0.0,1042,0.0,4
2020-03-28,Puglia,563,98,661,697,1358,122,124,29,71,1458,11500,0.0,1267,0.0,2
2020-03-29,Puglia,559,99,658,774,1432,74,91,31,86,1549,12361,0.0,861,0.0,15
2020-03-30,Puglia,590,106,696,889,1585,153,163,36,91,1712,13117,0.0,756,0.0,5
2020-03-31,Puglia,609,105,714,940,1654,69,91,39,110,1803,14073,0.0,956,0.0,19
2020-04-01,Puglia,637,107,744,1012,1756,102,143,61,129,1946,15209,0.0,1136,0.0,19
2020-04-02,Puglia,645,118,763,1101,1864,108,131,69,144,2077,16554,0.0,1345,0.0,15
2020-04-03,Puglia,648,123,771,1178,1949,85,105,69,164,2182,17924,0.0,1370,0.0,20
2020-04-04,Puglia,627,153,780,1193,1973,24,58,94,173,2240,18977,0.0,1053,0.0,9
2020-04-05,Puglia,574,159,733,1289,2022,49,77,113,182,2317,20080,0.0,1103,0.0,9
2020-04-06,Puglia,625,97,722,1393,2115,93,127,134,195,2444,22059,0.0,1979,0.0,13
2020-04-07,Puglia,615,93,708,1429,2137,22,70,168,209,2514,23149,0.0,1090,0.0,14
2020-04-08,Puglia,639,90,729,1509,2238,101,120,177,219,2634,24493,0.0,1344,0.0,10
2020-04-09,Puglia,630,86,716,1585,2301,63,82,190,225,2716,26088,0.0,1595,0.0,6
2020-04-10,Puglia,631,80,711,1625,2336,35,93,235,238,2809,27812,0.0,1724,0.0,13
2020-04-11,Puglia,627,73,700,1702,2402,66,95,249,253,2904,29463,0.0,1651,0.0,15
2020-04-12,Puglia,609,71,680,1772,2452,50,85,277,260,2989,30973,0.0,1510,0.0,7
2020-04-13,Puglia,600,71,671,1841,2512,60,76,286,267,3065,31922,0.0,949,0.0,7
2020-04-14,Puglia,611,62,673,1879,2552,40,53,288,278,3118,33071,0.0,1149,0.0,11
2020-04-15,Puglia,592,73,665,1908,2573,21,66,323,288,3184,34518,0.0,1447,0.0,10
2020-04-16,Puglia,603,58,661,1964,2625,52,74,334,299,3258,36158,0.0,1640,0.0,11
2020-04-17,Puglia,590,62,652,2004,2656,31,69,364,307,3327,38278,0.0,2120,0.0,8
2020-04-18,Puglia,594,60,654,2040,2694,38,82,401,314,3409,40423,0.0,2145,0.0,7
2020-04-19,Puglia,590,60,650,2136,2786,92,120,427,316,3529,42598,41580.0,2175,41580.0,2
2020-04-20,Puglia,584,66,650,2160,2810,24,38,431,326,3567,44189,43119.0,1591,1539.0,10
2020-04-21,Puglia,569,65,634,2178,2812,2,55,459,351,3622,45984,44760.0,1795,1641.0,25
2020-04-22,Puglia,564,60,624,2250,2874,62,108,494,362,3730,48342,46925.0,2358,2165.0,11
2020-04-23,Puglia,536,55,591,2345,2936,62,109,531,372,3839,50410,49403.0,2068,2478.0,10
2020-04-24,Puglia,496,51,547,2386,2933,-3,42,565,383,3881,52472,51517.0,2062,2114.0,11
2020-04-25,Puglia,469,48,517,2402,2919,-14,31,602,391,3912,54628,53500.0,2156,1983.0,8
2020-04-26,Puglia,464,48,512,2425,2937,18,36,612,399,3948,55992,55397.0,1364,1897.0,8
2020-04-27,Puglia,449,51,500,2412,2912,-25,10,641,405,3958,56976,55897.0,984,500.0,6
2020-04-28,Puglia,448,51,499,2420,2919,7,22,654,407,3980,58496,57574.0,1520,1677.0,2
2020-04-29,Puglia,449,47,496,2431,2927,8,49,692,410,4029,60334,59801.0,1838,2227.0,3
2020-04-30,Puglia,439,42,481,2468,2949,22,43,708,415,4072,62460,61439.0,2126,1638.0,5
2020-05-01,Puglia,428,39,467,2480,2947,-2,27,731,421,4099,64292,62702.0,1832,1263.0,6
2020-05-02,Puglia,416,39,455,2499,2954,7,34,757,422,4133,65370,63782.0,1078,1080.0,1
2020-05-03,Puglia,410,40,450,2505,2955,1,11,765,424,4144,66443,64781.0,1073,999.0,2
2020-05-04,Puglia,397,39,436,2509,2945,-10,9,779,429,4153,67167,65789.0,724,1008.0,5
2020-05-05,Puglia,384,39,423,2516,2939,-6,17,798,433,4170,69128,67238.0,1961,1449.0,4
2020-05-06,Puglia,365,36,401,2502,2903,-36,26,855,438,4196,70944,68760.0,1816,1522.0,5
2020-05-07,Puglia,355,35,390,2410,2800,-103,49,1004,441,4245,72796,51638.0,1852,-17122.0,3
2020-05-08,Puglia,349,33,382,2351,2733,-67,11,1080,443,4256,74724,53194.0,1928,1556.0,2
2020-05-09,Puglia,344,33,377,2352,2729,-4,30,1114,443,4286,76643,54181.0,1919,987.0,0
