data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,nuovi_tamponi,nuovi_casi_testati,nuovi_deceduti
2020-04-03,Sicilia,535,73,608,1056,1664,58,68,94,101,1859,18686,0.0,853,0.0,8
2020-04-04,Sicilia,553,74,627,1099,1726,62,73,95,111,1932,19896,0.0,1210,0.0,10
2020-04-05,Sicilia,556,76,632,1142,1774,48,62,104,116,1994,21904,0.0,2008,0.0,5
2020-04-06,Sicilia,563,74,637,1178,1815,41,52,108,123,2046,23464,0.0,1560,0.0,7
2020-04-07,Sicilia,562,73,635,1224,1859,44,51,113,125,2097,24857,0.0,1393,0.0,2
2020-04-08,Sicilia,563,65,628,1265,1893,34,62,133,133,2159,27438,0.0,2581,0.0,8
2020-04-09,Sicilia,566,63,629,1313,1942,49,73,152,138,2232,28742,0.0,1304,0.0,5
2020-04-10,Sicilia,568,62,630,1337,1967,25,70,187,148,2302,31156,0.0,2414,0.0,10
2020-04-11,Sicilia,562,58,620,1381,2001,34,62,209,154,2364,33787,0.0,2631,0.0,6
2020-04-12,Sicilia,552,53,605,1425,2030,29,52,223,163,2416,36098,0.0,2311,0.0,9
2020-04-13,Sicilia,554,51,605,1445,2050,20,42,237,171,2458,37311,0.0,1213,0.0,8
2020-04-14,Sicilia,552,53,605,1466,2071,21,43,255,175,2501,37877,0.0,566,0.0,4
2020-04-15,Sicilia,541,49,590,1491,2081,10,34,273,181,2535,39867,0.0,1990,0.0,6
2020-04-16,Sicilia,525,48,573,1535,2108,27,44,284,187,2579,42405,0.0,2538,0.0,6
2020-04-17,Sicilia,521,46,567,1572,2139,31,46,296,190,2625,45172,0.0,2767,0.0,3
2020-04-18,Sicilia,526,42,568,1603,2171,32,47,305,196,2672,47715,0.0,2543,0.0,6
2020-04-19,Sicilia,522,41,563,1639,2202,31,45,315,200,2717,49772,49772.0,2057,49772.0,4
2020-04-20,Sicilia,526,39,565,1645,2210,8,42,346,203,2759,51373,51373.0,1601,1601.0,3
2020-04-21,Sicilia,514,37,551,1708,2259,49,76,370,206,2835,55093,55093.0,3720,3720.0,3
2020-04-22,Sicilia,500,35,535,1752,2287,28,48,388,208,2883,58732,58732.0,3639,3639.0,2
2020-04-23,Sicilia,476,34,510,1791,2301,14,43,412,213,2926,62150,62150.0,3418,3418.0,5
2020-04-24,Sicilia,461,32,493,1827,2320,19,55,443,218,2981,65165,63626.0,3015,1476.0,5
2020-04-25,Sicilia,452,33,485,1787,2272,-48,39,524,224,3020,68251,64892.0,3086,1266.0,6
2020-04-26,Sicilia,445,33,478,1629,2107,-165,35,720,228,3055,70104,65689.0,1853,797.0,4
2020-04-27,Sicilia,440,35,475,1648,2123,16,30,731,231,3085,70650,66749.0,546,1060.0,3
2020-04-28,Sicilia,428,34,462,1681,2143,20,35,745,232,3120,73008,68729.0,2358,1980.0,1
2020-04-29,Sicilia,415,34,449,1696,2145,2,20,763,232,3140,75360,71301.0,2352,2572.0,0
2020-04-30,Sicilia,408,33,441,1716,2157,12,26,774,235,3166,79669,74541.0,4309,3240.0,3
2020-05-01,Sicilia,399,30,429,1742,2171,14,28,786,237,3194,82860,77490.0,3191,2949.0,2
2020-05-02,Sicilia,396,30,426,1760,2186,15,19,787,240,3213,84352,77590.0,1492,100.0,3
2020-05-03,Sicilia,383,29,412,1791,2203,17,27,795,242,3240,85955,78409.0,1603,819.0,2
2020-05-04,Sicilia,376,27,403,1799,2202,-1,15,809,244,3255,87166,79336.0,1211,927.0,2
2020-05-05,Sicilia,367,26,393,1809,2202,0,12,818,247,3267,91306,82079.0,4140,2743.0,3
2020-05-06,Sicilia,359,25,384,1817,2201,-1,14,830,250,3281,92999,83908.0,1693,1829.0,3
2020-05-07,Sicilia,349,21,370,1757,2127,-74,7,910,251,3288,95695,85674.0,2696,1766.0,1
2020-05-08,Sicilia,310,19,329,1798,2127,0,13,921,253,3301,98711,88497.0,3016,2823.0,2
2020-05-09,Sicilia,277,17,294,1786,2080,-47,12,977,256,3313,101548,90885.0,2837,2388.0,3
