data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,nuovi_tamponi,nuovi_casi_testati,nuovi_deceduti
2020-03-18,Campania,127,24,151,272,423,0,0,28,9,460,2685,0.0,0,0.0,0
2020-03-19,Campania,213,36,249,356,605,182,192,30,17,652,3544,0.0,859,0.0,8
2020-03-20,Campania,130,41,171,531,702,97,97,30,17,749,3845,0.0,301,0.0,0
2020-03-21,Campania,233,87,320,473,793,91,95,29,22,844,4448,0.0,603,0.0,5
2020-03-22,Campania,243,99,342,524,866,73,92,41,29,936,4943,0.0,495,0.0,7
2020-03-23,Campania,266,110,376,553,929,63,90,48,49,1026,5813,0.0,870,0.0,20
2020-03-24,Campania,345,181,526,466,992,63,75,53,56,1101,6297,0.0,484,0.0,7
2020-03-25,Campania,318,123,441,631,1072,80,98,53,74,1199,6972,0.0,675,0.0,18
2020-03-26,Campania,448,114,562,607,1169,97,111,58,83,1310,8346,0.0,1374,0.0,9
2020-03-27,Campania,456,113,569,723,1292,123,144,64,98,1454,9613,0.0,1267,0.0,15
2020-03-28,Campania,463,132,595,812,1407,115,138,76,109,1592,10616,0.0,1003,0.0,11
2020-03-29,Campania,476,135,611,945,1556,149,167,86,117,1759,11805,0.0,1189,0.0,8
2020-03-30,Campania,468,126,594,1145,1739,183,193,88,125,1952,12969,0.0,1164,0.0,8
2020-03-31,Campania,501,133,634,1237,1871,132,140,88,133,2092,14403,0.0,1434,0.0,8
2020-04-01,Campania,478,129,607,1369,1976,105,139,107,148,2231,15728,0.0,1325,0.0,15
2020-04-02,Campania,503,120,623,1517,2140,164,225,149,167,2456,17404,0.0,1676,0.0,19
2020-04-03,Campania,532,115,647,1705,2352,212,221,144,181,2677,19237,0.0,1833,0.0,14
2020-04-04,Campania,567,114,681,1815,2496,144,151,146,186,2828,21534,0.0,2297,0.0,5
2020-04-05,Campania,609,108,717,1904,2621,125,132,150,189,2960,23139,0.0,1605,0.0,3
2020-04-06,Campania,610,101,711,1987,2698,77,98,156,204,3058,24526,0.0,1387,0.0,15
2020-04-07,Campania,603,103,706,2059,2765,67,90,167,216,3148,25779,0.0,1253,0.0,12
2020-04-08,Campania,608,97,705,2154,2859,94,120,188,221,3268,27784,0.0,2005,0.0,5
2020-04-09,Campania,604,94,698,2175,2873,14,76,244,227,3344,29664,0.0,1880,0.0,6
2020-04-10,Campania,600,90,690,2273,2963,90,98,248,231,3442,31745,0.0,2081,0.0,4
2020-04-11,Campania,582,85,667,2335,3002,39,75,277,238,3517,33781,0.0,2036,0.0,7
2020-04-12,Campania,526,82,608,2449,3057,55,87,305,242,3604,35448,0.0,1667,0.0,4
2020-04-13,Campania,606,80,686,2376,3062,5,66,360,248,3670,36770,0.0,1322,0.0,6
2020-04-14,Campania,618,82,700,2394,3094,32,99,415,260,3769,38094,0.0,1324,0.0,12
2020-04-15,Campania,607,86,693,2394,3087,-7,38,442,278,3807,39534,0.0,1440,0.0,18
2020-04-16,Campania,618,76,694,2424,3118,31,80,483,286,3887,41296,0.0,1762,0.0,8
2020-04-17,Campania,622,76,698,2329,3027,-91,64,631,293,3951,43697,0.0,2401,0.0,7
2020-04-18,Campania,605,76,681,2364,3045,18,37,643,300,3988,46294,0.0,2597,0.0,7
2020-04-19,Campania,590,61,651,2371,3022,-23,41,703,304,4029,48187,34994.0,1893,34994.0,4
2020-04-20,Campania,586,61,647,2372,3019,-3,45,746,309,4074,51090,36153.0,2903,1159.0,5
2020-04-21,Campania,532,58,590,2356,2946,-73,61,872,317,4135,53548,37505.0,2458,1352.0,8
2020-04-22,Campania,523,53,576,2422,2998,52,50,860,327,4185,55701,38679.0,2153,1174.0,10
2020-04-23,Campania,539,47,586,2392,2978,-20,53,928,332,4238,58324,38679.0,2623,0.0,5
2020-04-24,Campania,524,44,568,2375,2943,-35,44,1003,336,4282,61331,40053.0,3007,1374.0,4
2020-04-25,Campania,543,55,598,2337,2935,-8,17,1023,341,4299,64521,41399.0,3190,1346.0,5
2020-04-26,Campania,536,45,581,2343,2924,-11,32,1062,345,4331,67218,42279.0,2697,880.0,4
2020-04-27,Campania,541,37,578,2299,2877,-47,18,1120,352,4349,68727,42463.0,1509,184.0,7
2020-04-28,Campania,544,33,577,2225,2802,-75,31,1220,358,4380,70566,42690.0,1839,227.0,6
2020-04-29,Campania,518,31,549,2233,2782,-20,30,1269,359,4410,73094,43449.0,2528,759.0,1
2020-04-30,Campania,484,29,513,2260,2773,-9,13,1291,359,4423,76108,44233.0,3014,784.0,0
2020-05-01,Campania,478,29,507,2246,2753,-20,21,1332,359,4444,79940,44975.0,3832,742.0,0
2020-05-02,Campania,470,27,497,2224,2721,-32,15,1376,362,4459,83592,45955.0,3652,980.0,3
2020-05-03,Campania,455,30,485,2241,2726,5,25,1394,364,4484,86498,47027.0,2906,1072.0,2
2020-05-04,Campania,438,24,462,2249,2711,-15,14,1421,366,4498,90543,48275.0,4045,1248.0,2
2020-05-05,Campania,408,25,433,2097,2530,-181,20,1619,369,4518,93068,48733.0,2525,458.0,3
2020-05-06,Campania,433,25,458,1882,2340,-190,14,1816,376,4532,96548,49478.0,3480,745.0,7
2020-05-07,Campania,415,27,442,1697,2139,-201,9,2023,379,4541,101025,50463.0,4477,985.0,3
2020-05-08,Campania,418,28,446,1566,2012,-127,21,2164,386,4562,105399,51402.0,4374,939.0,7
2020-05-09,Campania,415,26,441,1524,1965,-47,14,2223,388,4576,110811,52593.0,5412,1191.0,2
