data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,nuovi_tamponi,nuovi_casi_testati,nuovi_deceduti
2020-03-29,Abruzzo,329,68,397,772,1169,142,160,36,88,1293,7730,0.0,727,0.0,12
2020-03-30,Abruzzo,322,69,391,778,1169,0,52,74,102,1345,7948,0.0,218,0.0,14
2020-03-31,Abruzzo,335,73,408,783,1191,22,56,95,115,1401,8758,0.0,810,0.0,13
2020-04-01,Abruzzo,342,71,413,798,1211,20,35,102,123,1436,9610,0.0,852,0.0,8
2020-04-02,Abruzzo,341,75,416,835,1251,40,61,113,133,1497,10647,0.0,1037,0.0,10
2020-04-03,Abruzzo,361,76,437,864,1301,50,66,116,146,1563,11890,0.0,1243,0.0,13
2020-04-04,Abruzzo,354,71,425,931,1356,55,65,119,153,1628,12837,0.0,947,0.0,7
2020-04-05,Abruzzo,347,67,414,1006,1420,64,75,125,158,1703,13598,0.0,761,0.0,5
2020-04-06,Abruzzo,340,66,406,1019,1425,5,18,127,169,1721,14198,0.0,600,0.0,11
2020-04-07,Abruzzo,337,67,404,1087,1491,66,78,136,172,1799,14904,0.0,706,0.0,3
2020-04-08,Abruzzo,331,62,393,1141,1534,43,60,146,179,1859,15846,0.0,942,0.0,7
2020-04-09,Abruzzo,306,57,363,1203,1566,32,72,171,194,1931,16847,0.0,1001,0.0,15
2020-04-10,Abruzzo,305,53,358,1277,1635,69,83,181,198,2014,18088,0.0,1241,0.0,4
2020-04-11,Abruzzo,315,54,369,1355,1724,89,106,190,206,2120,19441,0.0,1353,0.0,8
2020-04-12,Abruzzo,346,54,400,1342,1742,18,40,206,212,2160,20594,0.0,1153,0.0,6
2020-04-13,Abruzzo,351,54,405,1373,1778,36,53,211,224,2213,20667,0.0,73,0.0,12
2020-04-14,Abruzzo,345,52,397,1403,1800,22,32,213,232,2245,20935,0.0,268,0.0,8
2020-04-15,Abruzzo,341,44,385,1425,1810,10,29,224,240,2274,22500,0.0,1565,0.0,8
2020-04-16,Abruzzo,324,42,366,1484,1850,40,72,253,243,2346,23786,0.0,1286,0.0,3
2020-04-17,Abruzzo,319,43,362,1580,1942,92,97,255,246,2443,25436,0.0,1650,0.0,3
2020-04-18,Abruzzo,321,41,362,1609,1971,29,44,263,253,2487,27016,0.0,1580,0.0,7
2020-04-19,Abruzzo,317,40,357,1630,1987,16,34,276,258,2521,27791,22424.0,775,22424.0,5
2020-04-20,Abruzzo,320,38,358,1704,2062,75,91,287,263,2612,27942,22552.0,151,128.0,5
2020-04-21,Abruzzo,318,35,353,1714,2067,5,55,329,271,2667,29906,23901.0,1964,1349.0,8
2020-04-22,Abruzzo,309,35,344,1764,2108,41,66,349,276,2733,30348,24317.0,442,416.0,5
2020-04-23,Abruzzo,322,31,353,1747,2100,-8,52,405,280,2785,31187,24751.0,839,434.0,4
2020-04-24,Abruzzo,327,28,355,1724,2079,-21,18,438,286,2803,32397,25397.0,1210,646.0,6
2020-04-25,Abruzzo,323,26,349,1712,2061,-18,29,478,293,2832,33624,25959.0,1227,562.0,7
2020-04-26,Abruzzo,324,24,348,1720,2068,7,27,496,295,2859,33820,26184.0,196,225.0,2
2020-04-27,Abruzzo,328,23,351,1679,2030,-38,15,545,299,2874,34176,26443.0,356,259.0,4
2020-04-28,Abruzzo,312,21,333,1657,1990,-40,25,599,310,2899,35356,27054.0,1180,611.0,11
2020-04-29,Abruzzo,309,19,328,1648,1976,-14,24,632,315,2923,36614,27703.0,1258,649.0,5
2020-04-30,Abruzzo,306,16,322,1593,1915,-61,7,695,320,2930,37996,28351.0,1382,648.0,5
2020-05-01,Abruzzo,297,16,313,1598,1911,-4,18,713,324,2948,39385,29024.0,1389,673.0,4
2020-05-02,Abruzzo,303,16,319,1560,1879,-32,16,758,327,2964,39916,29308.0,531,284.0,3
2020-05-03,Abruzzo,300,16,316,1552,1868,-11,32,798,330,2996,40699,29788.0,783,480.0,3
2020-05-04,Abruzzo,301,15,316,1521,1837,-31,4,831,332,3000,41108,30047.0,409,259.0,2
2020-05-05,Abruzzo,289,11,300,1509,1809,-28,25,881,335,3025,42489,30835.0,1381,788.0,3
2020-05-06,Abruzzo,285,11,296,1495,1791,-18,22,915,341,3047,43803,31502.0,1314,667.0,6
2020-05-07,Abruzzo,263,12,275,1495,1770,-21,25,954,348,3072,45021,32186.0,1218,684.0,7
2020-05-08,Abruzzo,250,10,260,1453,1713,-57,6,1014,351,3078,46103,32619.0,1082,433.0,3
2020-05-09,Abruzzo,246,10,256,1420,1676,-37,8,1055,355,3086,47190,33013.0,1087,394.0,4
