data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,nuovi_tamponi,nuovi_casi_testati,nuovi_deceduti
2020-03-23,Molise,25,7,32,18,50,-2,1,10,7,67,532,0.0,0,0.0,0
2020-03-24,Molise,27,7,34,21,55,5,6,10,8,73,572,0.0,40,0.0,1
2020-03-25,Molise,26,7,33,20,53,-2,0,12,8,73,580,0.0,8,0.0,0
2020-03-26,Molise,27,8,35,46,81,28,30,14,8,103,670,0.0,90,0.0,0
2020-03-27,Molise,26,9,35,51,86,5,6,14,9,109,710,0.0,40,0.0,1
2020-03-28,Molise,26,9,35,63,98,12,14,16,9,123,807,0.0,97,0.0,0
2020-03-29,Molise,25,9,34,66,100,2,4,18,9,127,918,0.0,111,0.0,0
2020-03-30,Molise,27,8,35,72,107,7,7,18,9,134,955,0.0,37,0.0,0
2020-03-31,Molise,29,8,37,80,117,10,10,18,9,144,1049,0.0,94,0.0,0
2020-04-01,Molise,32,8,40,91,131,14,16,19,10,160,1157,0.0,108,0.0,1
2020-04-02,Molise,30,8,38,95,133,2,5,21,11,165,1229,0.0,72,0.0,1
2020-04-03,Molise,31,8,39,105,144,11,11,21,11,176,1378,0.0,149,0.0,0
2020-04-04,Molise,31,6,37,134,171,27,30,24,11,206,1504,0.0,126,0.0,0
2020-04-05,Molise,33,6,39,148,187,16,18,24,13,224,1504,0.0,0,0.0,2
2020-04-06,Molise,34,5,39,148,187,0,0,24,13,224,1546,0.0,42,0.0,0
2020-04-07,Molise,35,5,40,145,185,-2,0,26,13,224,1581,0.0,35,0.0,0
2020-04-08,Molise,30,4,34,147,181,-4,2,32,13,226,2002,0.0,421,0.0,0
2020-04-09,Molise,30,4,34,155,189,8,8,32,13,234,2069,0.0,67,0.0,0
2020-04-10,Molise,28,4,32,161,193,4,9,37,13,243,2069,0.0,0,0.0,0
2020-04-11,Molise,28,4,32,161,193,0,3,39,14,246,2201,0.0,132,0.0,1
2020-04-12,Molise,27,4,31,171,202,9,11,40,15,257,2471,0.0,270,0.0,1
2020-04-13,Molise,28,4,32,170,202,0,0,40,15,257,2522,0.0,51,0.0,0
2020-04-14,Molise,26,4,30,170,200,-2,0,42,15,257,2522,0.0,0,0.0,0
2020-04-15,Molise,27,4,31,175,206,6,6,42,15,263,2855,0.0,333,0.0,0
2020-04-16,Molise,25,4,29,174,203,-3,0,44,16,263,2967,0.0,112,0.0,1
2020-04-17,Molise,26,4,30,178,208,5,6,45,16,269,3082,0.0,115,0.0,0
2020-04-18,Molise,27,4,31,178,209,1,0,44,16,269,3082,0.0,0,0.0,0
2020-04-19,Molise,27,4,31,184,215,6,10,47,17,279,3584,3482.0,502,3482.0,1
2020-04-20,Molise,27,2,29,184,213,-2,2,50,18,281,3783,3683.0,199,201.0,1
2020-04-21,Molise,27,2,29,184,213,0,1,51,18,282,4124,4015.0,341,332.0,0
2020-04-22,Molise,21,2,23,182,205,-8,2,60,19,284,4425,4252.0,301,237.0,1
2020-04-23,Molise,19,1,20,178,198,-7,0,66,20,284,4564,4478.0,139,226.0,1
2020-04-24,Molise,19,1,20,180,200,2,3,67,20,287,4805,4718.0,241,240.0,0
2020-04-25,Molise,19,1,20,178,198,-2,5,73,21,292,5191,5089.0,386,371.0,1
2020-04-26,Molise,20,1,21,179,200,2,4,75,21,296,5567,5334.0,376,245.0,0
2020-04-27,Molise,20,1,21,179,200,0,0,75,21,296,5656,5423.0,89,89.0,0
2020-04-28,Molise,18,1,19,176,195,-5,1,81,21,297,5776,5538.0,120,115.0,0
2020-04-29,Molise,17,1,18,175,193,-2,0,83,21,297,5910,5857.0,134,319.0,0
2020-04-30,Molise,17,1,18,172,190,-3,1,87,21,298,6446,6228.0,536,371.0,0
2020-05-01,Molise,17,1,18,172,190,0,2,89,21,300,6463,6450.0,17,222.0,0
2020-05-02,Molise,9,1,10,172,182,-8,1,98,21,301,7075,6808.0,612,358.0,0
2020-05-03,Molise,8,1,9,172,181,-1,0,98,22,301,7075,6808.0,0,0.0,1
2020-05-04,Molise,9,1,10,168,178,-3,0,101,22,301,7328,7057.0,253,249.0,0
2020-05-05,Molise,9,1,10,167,177,-1,0,102,22,301,7528,7252.0,200,195.0,0
2020-05-06,Molise,9,0,9,170,179,2,3,103,22,304,7896,7604.0,368,352.0,0
2020-05-07,Molise,8,0,8,162,170,-9,1,113,22,305,8237,7912.0,341,308.0,0
2020-05-08,Molise,6,0,6,178,184,14,22,121,22,327,8502,8177.0,265,265.0,0
2020-05-09,Molise,8,0,8,197,205,21,20,120,22,347,8691,8375.0,189,198.0,0
